"ORIGEN","DESTINO","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"Los Villaesteres","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Hornillos De Eresma","Olmedo","VACL-057","Empresa Cabrero, S.A.","Regular",NA
"Viana De Cega","Boecillo","VACL-057","Empresa Cabrero, S.A.","Regular",NA
"Simancas","Simancas","VACL-053","La Regional Vallisoletana, S.A.","Regular","Cp Inf-Pri Puente De Simancas"
"Aldeamayor De San Martín","Aldeamayor De San Martín","VACL-057","Empresa Cabrero, S.A.","Regular","Urb. El Soto"
"Renedo De Esgueva","Valladolid","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular","Ies Diego De Praves"
"Aldeamayor","Portillo","VACL-126","Linecar, S.A.","Regular",NA
"La Parrilla","Tudela De Duero","VACL-151","Linecar, S.A.","Regular",NA
"Valdestillas","Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Valdestillas Ii","Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Villanueva De Duero","Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Aldeamayor De San Martín","Aldeamayor De San Martín","VACL-057","Empresa Cabrero, S.A.","Regular","Urb. Golf"
"Wamba","Villanubla","VACL-038","Linecar, S.A.","Regular",NA
"Villafranca De Duero","Castronuño","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Castrejón De Trabarcos","Carpio","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Villanubla","Valladolid","VACL-038","Linecar, S.A.","Regular","IES VEGA DEL PRADO Y IES EMILIO FERRARI"
"La Santa Espina","Medina De Rioseco","VACL-038","Linecar, S.A.","Regular",NA
"San Mamed","Alcañices","AECL-096","Herederos de A. Tamame, S.A.","Regular",NA
"Abejera De Tábara","Alcañices","VACL-135","Autobuses Carbajo, S.L.","Regular",NA
"Vide De Alba","Alcañices","VACL-130","López Ratón, S.L.","Regular",NA
"Fradellos","Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Fonfría","Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Granja De Moreruela","Zamora","VACL-131","Santiago Castaño Fernández","Regular",NA
"San Martín Del Pedroso","Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Moldones","Alcañices","VACL-130","López Ratón, S.L.","Regular",NA
"Cabañas De Aliste","Alcañices","Vacl-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Salce","Almeida","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"Mogatar","Almeida","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"Pobladura De Valderaduey","Belver De Los Montes","VACL-038","Linecar, S.A.","Regular",NA
"Milles De La Polvorosa","Benavente","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Quiruelas De Vidriales","Benavente","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Arrabalde","Benavente","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"Pobladura Del Valle","Benavente","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"Coomonte","Benavente","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"Arrabalde","Morales De Rey","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"Bretó","Benavente","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"Bretocino","Benavente","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Santovenia","Burganes De Valverde","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Pueblica De Valverde","Burganes De Valverde","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Manganeses De La Polvosora","Benavente","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"San Cristobal De Entreviñas","Benavente","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"Pueblica De Valverde","Benavente","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Carbellino","Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"Fermoselle","Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"Peque","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"San Pedro De Zamudia","Ferreras De Abajo","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Villanueva De Valrojo","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Villalverde De Justel","Santibañez De Vidriales","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Ferreras De Arriba","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Santa María De Valverde","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Aguilar De Tera","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Alcobilla De Nogales","Santibañez De Vidriales","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Molezuelas De La Carballeda","Camarzana De Tera","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Olmillos De Castro","Carbajales De Alba","VACL-135","Autobuses Carbajo, S.L.","Regular",NA
"Villalube","Coreses","VACL-136","Autocares Posadas, S.L.","Regular",NA
"Aspariegos","Coreses","VACL-136","Autocares Posadas, S.L.","Regular",NA
"Villagodio","Coreses","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Santa Clara De Avedillo","Corrales Del Vino","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Puercas De Aliste","Fonfria","VACL-130","López Ratón, S.L.","Regular",NA
"Castro De Alcañices","Fonfria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Pino Del Oro","Fonfria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Olmo De La Guareña","Fuentesaúco","VACL-143","Herederos de A. Tamame, S.A.","Regular",NA
"Argujillo","Gema","VACL-065","Autocares Siga Hermanos, S.L.","Regular",NA
"Arcenillas","Gema","VACL-065","Autocares Siga Hermanos, S.L.","Regular",NA
"Cazurra","Gema","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Cuelgamures","Gema","VACL-065","Autocares Siga Hermanos, S.L.","Regular",NA
"San Cristobal De Aliste","Mahide","VACL-130","López Ratón, S.L.","Regular",NA
"Carbajosa De Alba","Muelas Del Pan","VACL-127","Calles y Vara Services, S.L.","Regular",NA
"Valdeperdices","Muelas Del Pan","VACL-140","Castaño e Hijos, S.L.","Regular",NA
"Donadillo","Puebla De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Muelas De Los Caballeros","Palacios De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Otero De Los Centenos","Puebla De Sanabria","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Calabor Ii","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Villanueva De La Sierra","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Rihonor De Castilla","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Rihonor De Castilla","La Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Castro De Sanabria","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Castro De Sanabria","Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"San Martín De Castañeda","Puebla De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"San Martín De Castañeda","El Puente De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Ribadelago","Puebla De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Moncabril","El Puente De Sanabria","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"San Ciprián","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"San Ciprián","El Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Ferreros","Puebla De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Ferreros","El Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Triufe","El Puente De Sanabria","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Molezuelas De La Carballeda","Santibañez De Vidriales","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Quintanilla De Urz","Santibañez De Vidriales","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Abejera De Tábara","Tábara","VACL-135","Autobuses Carbajo, S.L.","Regular",NA
"Navianos De Alba","Tábara","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Belver De Los Montes","Toro","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Bustillo Del Oro","Toro","VACL-136","Autocares Posadas, S.L.","Regular",NA
"Villalonso","Toro","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Peleagonzalo","Toro","AECL-104","Herederos de A. Tamame, S.A.","Regular",NA
"Pinilla De Toro","Toro","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Castroverde Campos","Villalpando","VACL-038","Linecar, S.A.","Regular",NA
"Vidayanes","Villafáfila","VACL-131","Santiago Castaño Fernández","Regular",NA
"Palacios Del Pan","Zamora","VACL-130","López Ratón, S.L.","Regular",NA
"Santa Clara De Avedillo","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Argujillo","Zamora","VACL-065","Autocares Siga Hermanos, S.L.","Regular",NA
"San Cebrian De Castro","Zamora","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"Cuelgamures","Zamora","VACL-065","Autocares Siga Hermanos, S.L.","Regular",NA
"Carbajales De Alba","Zamora","VACL-130","López Ratón, S.L.","Regular",NA
"Casaseca De Campeán","Zamora","VACL-145","Autocares Viñuela, S.L.","Regular",NA
"Jambrina","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Villaralbo","Zamora","VACL-064","Herederos de A. Tamame, S.A.","Regular",NA
"Arcillo","Zamora","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"San Marcial","Zamora","VACL-145","Autocares Viñuela, S.L.","Regular",NA
"Villalazán","Zamora","VACL-064","Herederos de A. Tamame, S.A.","Regular",NA
"Peleas De Arriba","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Piedrahita De Castro","Zamora","VACL-140","Castaño e Hijos, S.L.","Regular",NA
"Mayalde","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"El Campillo","Zamora","VACL-140","Castaño e Hijos, S.L.","Regular",NA
"Carbajosa De Alba","Zamora","VACL-127","Calles y Vara Services, S.L.","Regular",NA
"Boya","Alcañices","VACL-141","Hermanos Vivas Santander, S.A.","Regular",NA
"Morales Del Vino","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Cunquilla De Vidriales","Camarzana De Tera","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Venialbo","Zamora","VACL-143","Herederos de A. Tamame, S.A.","Regular",NA
"Villaseco Del Pan","Zamora","VACL-138","Aureliano Martín Vizán, S.L.","Regular",NA
"Videmala","Alcañices","VACL-130","López Ratón, S.L.","Regular",NA
"Coomonte","Morales Del Rey","VACL-133","Autocares Julio Fernández, S.L.","Regular",NA
"Roales Del Pan","Zamora","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"El Maderal","Fuentesauco","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Valleluengo","Camarzana","VACL-137","Autocares Julio Fernández, S.L.","Regular",NA
"Pozoantiguo","Zamora","VACL-136","Autocares Posadas, S.L.","Regular",NA
"Tábara","Zamora","VACL-144","Empresa Vaquero, S.L.","Regular",NA
"Fornillos De Fermosellle","Bermillo De Sayago","VACL-090","Herederos de A. Tamame, S.A.","Regular",NA
"Fuentesecas","Toro","VACL-136","Autocares Posadas, S.L.","Regular",NA
"Piedrahita De Campos","Villarrín De Campos","VACL-140","Castaño e Hijos, S.L.","Regular",NA
"Bamba","Zamora","VACL-143","Herederos de A. Tamame, S.A.","Regular",NA
"Villalazán","Moraleja Del Vino","VACL-064","Herederos de A. Tamame, S.A.","Regular",NA
"Morales Del Vino","Zamora","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Villela","Villadiego","AECL-013","Negrete Bus, S.L.","Regular",NA
"San Miguel","Villadiego","AECL-013","Negrete Bus, S.L.","Regular",NA
"Villusto","Villadiego","AECL-013","Negrete Bus, S.L.","Regular",NA
"Castrecias","Villadiego","AECL-013","Negrete Bus, S.L.","Regular",NA
"Bustillo Del Páramo","Villadiego","AECL-013","Negrete Bus, S.L.","Regular","Por Fuencivil"
"Tórtoles De Esgueva","Peral De Arlanza","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Tórtoles De Esgueva","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Peral De Arlanza","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Tórtoles De Esgueva","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Santa María Del Campo","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Burgos","Tordomar","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Arenillas De Ríopisuerga","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Los Balbases","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Caleruega","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Santillán Del Agua","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular","Por Covarrubias"
"Cuevas De San Clemente","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Jaramillo De La Fuente","Burgos","VACL-010","Autocares Arceredillo, S.L.","Regular",NA
"Burgos","Salas De Bureba","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Poza De La Sal, Llanos De Bureba, Rojas"
"Burgos","Salas De Bureba","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Poza De La Sal, Lences, Rublacedo, Rojas"
"Burgos","Frías","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Trespaderne, Oña Y Briviesca"
"Burgos","Trespaderne","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Miranda De Ebro","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Briviesca"
"Burgos","Miranda De Ebro","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Autopista"
"Salas De Bureba","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","Por Solduengo"
"Burgos","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Cervera De Pisuerga","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Abajas","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Alcocero De Mola","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Carrias","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Cereceda","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Cereceda","Oña","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Galbarros","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Miraveche","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Ojeda","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Ojeda","Oña","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Penches","Oña","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Quintanilla San","García","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Quintanilla San","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"García","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Quintanilla San","García","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","M Y J"
"Quintanilla San","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","M Y J"
"García","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular","M Y J"
"Rucandio","Oña","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Salas De Bureba","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Santa Olalla De Bureba","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Silanes","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Vallarta De Bureba","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Caborredondo","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"La Nuez De Arriba","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Las Rebolledas","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Los Tremellos","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Melgosa","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Villaescusa La Solana","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Villagonzalo","Arenas","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Villagonzalo","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Arenas","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Villalval","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Onamio","Ponferrada","AECL-033","Javier González López","Regular",NA
"Aira Da Pedra","Villafranca Del Bierzo","AECL-034","Antonio García Campelo","Regular",NA
"Tejeira","Villafranca Del Bierzo","AECL-034","Antonio García Campelo","Regular","Por Landoiro"
"Ponferrada","Molinaseca","VACL-017","Autos Pelines, S.A.","Regular",NA
"Ponferrada","Villar De Los Barrios","VACL-017","Autos Pelines, S.A.","Regular",NA
"Burgos","León","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"León","Zamora","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"León","Zamora","VACL-030","Hermanos Vivas Santander, S.A.","Regular","Directo"
"León","Zamora Por Todas Localidades","VACL-030","Hermanos Vivas Santander, S.A.","Regular",NA
"Ponferrada","Cabrillanes","VACL-039","Autocares Castilla y León, S.A.U.","Regular",NA
"Villablino","Ponferrada","VACL-039","Autocares Castilla y León, S.A.U.","Regular",NA
"Brañuelas","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Donillas","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Argañoso","Brazuelo","VACL-082","Blas Fernández, S.L.","Regular",NA
"Pobladura De La Sierra","Molinaferrera","VACL-082","Blas Fernández, S.L.","Regular",NA
"Pobladura De La Sierra","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Molinaferrera","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Argañoso","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Andiñuela","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Foncebadón","Rabanal","VACL-082","Blas Fernández, S.L.","Regular",NA
"Foncebadón","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Rabanal","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Laguna De Negrillos","La Bañeza","VACL-083","Autocares Franco, S.L.","Regular",NA
"La Bañeza","Huerga De Frailes","VACL-084","Autocares Franco, S.L.","Regular",NA
"León","Bustillo Del Páramo","VACL-085","Autocares Franco, S.L.","Regular",NA
"Laguna De Negrillos","Valencia De Don Juan","VACL-086","Autocares Franco, S.L.","Regular",NA
"Valdesandinas","León","VACL-085","Autocares Franco, S.L.","Regular",NA
"Castrillo De La Valduerna","Astorga","VACL-080","Blas Fernández, S.L.","Regular",NA
"Escuredo","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Filiel","Astorga","VACL-080","Blas Fernández, S.L.","Regular",NA
"Morriondo","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Piedras","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Requejo","Astorga","VACL-081","Blas Fernández, S.L.","Regular","Martes"
"Requejo","Astorga","VACL-081","Blas Fernández, S.L.","Regular","Miércoles"
"Val De San Román","Astorga","VACL-080","Blas Fernández, S.L.","Regular","Martes"
"Val De San Román","Astorga","VACL-080","Blas Fernández, S.L.","Regular","Miércoles"
"Villar","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Bouzas","Ponferrada","VACL-017","Autos Pelines, S.A.","Regular",NA
"Palacios De Compludo","Ponferrada","VACL-017","Autos Pelines, S.A.","Regular",NA
"Paradasolana","Ponferrada","VACL-017","Autos Pelines, S.A.","Regular",NA
"Peñalba De Santiago","Ponferrada","VACL-017","Autos Pelines, S.A.","Regular",NA
"Ponferrada","Peñalba De Santiago","VACL-017","Autos Pelines, S.A.","Regular","Miércoles"
"Tejeira","Villafranca Del Bierzo","AECL-034","Antonio García Campelo","Regular",NA
"Andiñuela","Santa Colomba De Somoza","VACL-082","Blas Fernández, S.L.","Regular",NA
